,post,class
10224," . hearing jared taylor from say  "" happy horseshit "" "" made my morning . """,not_hate
11632,just remember this : me ( biracial ): wow he beat everyone in class ? weird.black : he must of cheated.white : it's expected  he's white .,implicit_hate
1048," we'll  actually  it was created with the notion of  "" human equality "" "" ... but in a time where only white christians were deemed "" "" human "" "" . :) """,not_hate
12245,are you arguing against racial separation ? or just against incomplete separation ?,not_hate
14991,and normal people see normal family . how things have fallen ...,implicit_hate
16004,elder from all of white racist trump loving americans . happy thanksgiving to you and your family sir .,implicit_hate
7266,the usa will no longer be around by then thanks to racist white liberals and illegal welfare bums .,implicit_hate
20407,"how about none. and stop that cucking sham of """"legal"""" immigration too!",implicit_hate
7145,people are upset on the cow protection issue  pl . save your core support base  muslims do not vote for you,implicit_hate
6170,mt : news coming out of gosnell abortion clinic trial is absolutely horrifying .. not one network has done any coverage of it .,not_hate
10317,#undercoverantifa = > watch #lwc infiltrate and expose violent antifa,not_hate
20310,can bama deport ole fish-guts..?,implicit_hate
21178,What's the difference between Batman and a black man? Batman can go out at might without robin.,implicit_hate
4830,: you jihad enablers are so filled with hate  it oozes out of your,implicit_hate
4104,hope you and congress can take away federal funding to these states that has sanctuary cities and support daca .,not_hate
7601,: south africa white genocide escalates  international jew-controlled media remains in silence,implicit_hate
21167,"My boyfriend is half black. Sorry, I’m such a pessimist. He’s half white.",implicit_hate
5055,i already responded your low iq tweet .,implicit_hate
11684,no ... that makes you stupid whether ur black or white ... oh ... did i also mention ignorant,implicit_hate
21445,"Women are like wine: I can only afford the really cheap ones that have the big, ugly boxes that leak.",implicit_hate
18089,not here to bash but did u do yr research and history check on hitler the man u follow an admire so much . u say u hate jews  blacks,not_hate
8912,new black panther leader says he's gonna hunt down and kill white people via,implicit_hate
4706," no one but stupid white conservatives in america buys into the  "" colorblind "" "" individual game """,implicit_hate
21133,I reported a video on YouTube for animal abuse My report got rejected; it was footage of a black man being beaten,implicit_hate
18162,since everything you say is filtered through marxism a better title for you is pseudo-historian .,not_hate
13365,if promoting a war is actually starting it then the alt right should all be in jail be,not_hate
14203,hate-group watchdog : trump has ' white nationalist positions ' via,not_hate
1882,you should consider one for his book white identity .,not_hate
6463,whn they hate n kill shia nt mentioned in quran de wl nevr let live any jew mentioned as despisd in quran hadish,implicit_hate
16557,wrong govt . is not involved in ved pratap vaidik meeting nor bjp,not_hate
10004,the new crime is cww criticizing while white because obama supporters easily dismiss whites who criticize their messiah as racist !,implicit_hate
9900,race is not skin color  it has to do with who your relatives and ancestors are . skin color happens to be a convenient signifier of that but it's just that  a signifier . african albinos have white skin but certainly aren't white as usually understood,not_hate
15521,they say they are anti-racist  but what they really are is anti-white ! | more : via,implicit_hate
10151,whites in white satin .,not_hate
9899,race card played . no mention of religion of perpetrators  or race / religion of non-white victims . < >,not_hate
809,unity among white people is what makes america great ! minorities and diversity make america weak and our society crumble !,implicit_hate
10995,we must learn from #history to be successful in our bid for #freedom #peace & #justice ( national-socialism ):,implicit_hate
8," rt crooked hillary you didn't lose because you couldn't portray yourself as an  "" agent of change "" "" you loss because you are a socialist agent of destruction . shut up hillary and stop whining ! """,explicit_hate
17595," video : discusses  "" white privilege  "" "" the new frontier of white guilt #privilege #tcot #tgdn #trot """,not_hate
3950,another day  yet another white sexual predator of children . why do and allow this to go ignored ? because they like all white men are nambla members !,implicit_hate
9175,what's the white percentage vs black ?,not_hate
10414,and by white supremacist they mean any white who defends himself against black racists or says anythi,not_hate
12930,you make me ashamed to be white ! ! !,implicit_hate
14544,some white power leader that is .,not_hate
7429,you say your surprend . your are nothing . blacks will over take you guys and take over america . all talk no action .,implicit_hate
963,"  "" white honor "" "" please  tell me what the israelites / hebrews / jews ever did to you ? """,not_hate
720,taking a page out of doc's book with the circuit . saves time  builds muscle  and increases overall fitness . #liftwaffe,not_hate
15877,all trump has accomplished is golfing trips we paying for  distance us from allies  and make white america great again,not_hate
3423,ohmagawd calvin we are black people . chill tf out,not_hate
9370," what do you mean  "" your kind "" "" ? if you are white  they will take you . """,not_hate
12353,golden dawn first with 555 % on the athens municipality via,not_hate
18030,makes me think of the ccr song ; bad moon rising . americans are being poorly lead ! wake up white america !,implicit_hate
17126,muslim hate speech alert - coke is racist via,not_hate
1369,how a little sign can mean big things for freedom : #scotus #religiousfreedom #freespeech,not_hate
10492,don't fear  i think the alt right needs to fully get behind a kamela harris campaign rig,not_hate
18792,just a reminder to all : stay away from national action ... and while you're at it  keep away from those mugs with tattoos over their faces !,not_hate
2532,retweeted rare & historical ( ): greek helmet with #swastik marks on the top part  350-325 bc  ...,not_hate
13935," they aren't pro-white activists  they are  in fact  an  "" optics club "" "" - just like ren faires  cosplayers  trekkies  my little ponies  and furries . all they want is to get on tv  they don't care about white people . """,not_hate
15986,disgusting . more voters disenfranchised by the gop ! this primary process is a farce and rigged from the start !,not_hate
